Country,Baseline.Num,Baseline.FT,Intervention.Num,Intervention.FT,Baseline.Rate,Intervention.Rate,site,age
Tanzania,1,12,6,12.986301369863,0.0833333333333333,0.462025316455696,8,5-14
Tanzania,5,12,36,16.0109589041096,0.416666666666667,2.24845995893224,107,5-14
Tanzania,4,12,6,12.427397260274,0.333333333333333,0.482804232804233,118,5-14
Tanzania,17,12,38,15.6493150684931,1.41666666666667,2.42822128851541,75,5-14
Zimbabwe,13,12,9,25.0849315068493,1.08333333333333,0.358781127129751,2,5-14
Zimbabwe,1,12,0,15.2219178082192,0.0833333333333333,0,18,5-14
Zimbabwe,5,12,14,25.5123287671233,0.416666666666667,0.548754295532646,20,5-14
Zimbabwe,1,12,21,24.8876712328767,0.0833333333333333,0.843791281373845,24,5-14
Zimbabwe,0,12,1,14.0712328767123,0,0.0710669781931466,38,5-14
Zimbabwe,0,12,1,24.9534246575342,0,0.0400746596398771,42,5-14
Zimbabwe,0,12,1,13.6109589041096,0,0.0734702093397745,84,5-14
Zimbabwe,3,12,4,24.8876712328767,0.25,0.160722148833113,86,5-14
Zimbabwe,5,12,0,23.1452054794521,0.416666666666667,0,103,5-14
Zimbabwe,2,12,0,17.7534246575342,0.166666666666667,0,106,5-14
Zimbabwe,1,12,5,24.8876712328767,0.0833333333333333,0.200902686041392,123,5-14
Zimbabwe,0,12,1,14.5972602739726,0,0.068506006006006,132,5-14
Zimbabwe,3,12,8,24.8876712328767,0.25,0.321444297666227,137,5-14
Cote d'Ivoire,42,12,55,22.7506849315068,3.5,2.41750963391137,11,0-14
Cote d'Ivoire,79,12,192,19.6602739726027,6.58333333333333,9.76588628762544,12,0-14
Cote d'Ivoire,40,12,52,23.2767123287671,3.33333333333333,2.23399246704332,13,0-14
Cote d'Ivoire,27,12,25,17.2602739726027,2.25,1.4484126984127,14,0-14
Cote d'Ivoire,7,12,5,22.8821917808219,0.583333333333333,0.218510536398468,35,0-14
Cote d'Ivoire,9,12,14,19.5945205479452,0.75,0.714485458612976,40,0-14
Cote d'Ivoire,2,12,14,21.2712328767123,0.166666666666667,0.658165893869141,41,0-14
Cote d'Ivoire,9,12,25,22.3561643835616,0.75,1.11825980392157,47,0-14
Cote d'Ivoire,14,12,33,20.8109589041096,1.16666666666667,1.58570300157978,48,0-14
Cote d'Ivoire,19,12,8,20.7780821917808,1.58333333333333,0.385021097046414,49,0-14
Cameroon,2,12,2,12.8876712328767,0.166666666666667,0.155187074829932,10,0-14
Cameroon,7,12,7,22.3232876712329,0.583333333333333,0.313573883161512,15,0-14
Cameroon,5,12,2,22.3561643835616,0.416666666666667,0.0894607843137257,23,0-14
Cameroon,2,12,7,23.2767123287671,0.166666666666667,0.300729755178908,37,0-14
Cameroon,1,12,14,16.8657534246575,0.0833333333333333,0.830084470435349,43,0-14
Cameroon,9,12,8,23.3424657534247,0.75,0.342723004694835,44,0-14
Cameroon,28,12,19,17.8849315068493,2.33333333333333,1.06234681372549,45,0-14
Cameroon,6,12,10,17.227397260274,0.5,0.580470737913485,46,0-14
Cameroon,58,12,68,16.9972602739726,4.83333333333333,4.0006447453256,50,0-14
Cameroon,7,12,8,19.9890410958904,0.583333333333333,0.400219298245614,51,0-14
Cameroon,1,12,5,21.6,0.0833333333333333,0.231481481481481,52,0-14
Cameroon,10,12,26,21.8958904109589,0.833333333333333,1.18743743743744,53,0-14
Cameroon,6,12,3,20.0219178082192,0.5,0.14983579638752,54,0-14
Cameroon,19,12,33,21.9287671232877,1.58333333333333,1.50487256371814,97,0-14
DRC,25,12,64,22.2904109589041,2.08333333333333,2.87118977384464,5,0-14
DRC,16,12,39,22.1917808219178,1.33333333333333,1.75740740740741,16,0-14
DRC,101,12,175,22.158904109589,8.41666666666667,7.89750247279922,17,0-14
DRC,51,12,115,22.0602739726027,4.25,5.21299056135123,25,0-14
DRC,33,12,104,22.1260273972603,2.75,4.70034670629024,26,0-14
DRC,6,12,93,22.2904109589041,0.5,4.172197640118,27,0-14
DRC,23,12,88,21.8958904109589,1.91666666666667,4.01901901901902,28,0-14
DRC,18,12,107,22.2904109589041,1.5,4.80027040314651,29,0-14
DRC,13,12,122,22.0931506849315,1.08333333333333,5.52207341269841,30,0-14
DRC,38,12,195,22.1260273972603,3.16666666666667,8.81315007429419,31,0-14
DRC,22,12,90,22.0931506849315,1.83333333333333,4.07366071428572,32,0-14
DRC,23,12,83,22.1917808219178,1.91666666666667,3.74012345679013,33,0-14
DRC,37,12,54,22.2904109589041,3.08333333333333,2.42256637168142,34,0-14
DRC,19,12,94,22.2904109589041,1.58333333333333,4.21705998033432,57,0-14
DRC,50,12,122,22.2575342465753,4.16666666666667,5.48129000492369,63,0-14
DRC,137,12,133,22.158904109589,11.4166666666667,6.00210187932741,67,0-14
DRC,64,12,278,22.2904109589041,5.33333333333333,12.4717305801377,70,0-14
DRC,75,12,202,22.2575342465753,6.25,9.07557853274251,71,0-14
DRC,18,12,42,22.2575342465753,1.5,1.88700147710488,77,0-14
DRC,4,12,88,22.2575342465753,0.333333333333333,3.9537173806007,105,0-14
DRC,15,12,126,22.2904109589041,1.25,5.65265486725664,139,0-14
Kenya,0,12,3,20.9753424657534,0,0.143025078369906,74,0-14
Kenya,145,12,350,21.041095890411,12.0833333333333,16.6341145833333,80,0-14
Kenya,0,12,3,20.9753424657534,0,0.143025078369906,82,0-14
Kenya,7,12,13,20.7123287671233,0.583333333333333,0.627645502645502,88,0-14
Kenya,7,12,25,21.041095890411,0.583333333333333,1.18815104166666,96,0-14
Kenya,2,12,6,21.041095890411,0.166666666666667,0.285156249999999,100,0-14
